lemma,type,comment,tag,form,ipa,py_ipa_original,py_ipa_tweak
перепря́жуватися,дієслово недоконаного виду,,минулий час однина сер. р.,перепря́жувалося,pereˈprʲɑʒʊu̯ɐlɔsʲɐ,pereˈprʲɑʒʊu̯ɐlɔsʲɐ,pereˈprʲɑʒʊu̯ɐlɔsʲɐ
перехоло́джувати,дієслово недоконаного виду,,минулий час однина сер. р.,перехоло́джувало,perexɔˈlɔd͡ʒʊu̯ɐlɔ,perexɔˈlɔd͡ʒʊu̯ɐlɔ,perexɔˈlod͡ʒʊu̯ɐlɔ
позами́слюватися,дієслово недоконаного виду,,минулий час однина жін. р.,позами́слювалася,pɔzɐˈmɪsʲlʲʊu̯ɐlɐsʲɐ,pɔzɐˈmɪsʲlʲʊu̯ɐlɐsʲɐ,pɔzɐˈmɪsʲlʲʊu̯ɐlɐsʲɐ
розпросто́вувати,дієслово недоконаного виду,,минулий час однина сер. р.,розпросто́вувало,rɔzprɔˈstɔu̯ʊu̯ɐlɔ,rɔzprɔˈstɔu̯ʊu̯ɐlɔ,rɔzprɔˈstou̯ʊu̯ɐlɔ
відмолодикува́ти,дієслово недоконаного виду,,минулий час множина сер. р.,відмолодикува́ли,ʋʲidmɔlɔdekʊˈu̯ɑle,ʋʲidmɔlɔdekʊˈu̯ɑle,ʋʲidmɔlɔdekʊˈu̯ɑle
відосо́блюватися,дієслово недоконаного виду,,минулий час множина сер. р.,відосо́блювались,ʋʲidɔˈsɔblʲʊu̯ɐlesʲ,ʋʲidɔˈsɔblʲʊu̯ɐlesʲ,ʋʲidɔˈsoblʲʊu̯ɐlesʲ
зала́годжуватися,дієслово недоконаного виду,,минулий час множина сер. р.,зала́годжувались,zɐˈlɑɦɔd͡ʒʊu̯ɐlesʲ,zɐˈlɑɦɔd͡ʒʊu̯ɐlesʲ,zɐˈlɑɦɔd͡ʒʊu̯ɐlesʲ
наштукату́рювати,дієслово недоконаного виду,,минулий час множина жін. р.,наштукату́рювали,nɐʃtʊkɐˈturʲʊu̯ɐle,nɐʃtʊkɐˈturʲʊu̯ɐle,nɐʃtʊkɐˈturʲʊu̯ɐle
обмірко́вуватися,дієслово недоконаного виду,,минулий час множина сер. р.,обмірко́вувалися,ɔbmʲirˈkɔu̯ʊu̯ɐlesʲɐ,ɔbmʲirˈkɔu̯ʊu̯ɐlesʲɐ,ɔbmʲirˈkou̯ʊu̯ɐlesʲɐ
оприлю́днюватися,дієслово недоконаного виду,,минулий час множина жін. р.,оприлю́днювалися,ɔpreˈlʲudʲnʲʊu̯ɐlesʲɐ,ɔpreˈlʲudʲnʲʊu̯ɐlesʲɐ,ɔpreˈlʲudʲnʲʊu̯ɐlesʲɐ
пристрі́люватися,дієслово недоконаного виду,,минулий час множина чол. р.,пристрі́лювалися,preˈstʲrʲilʲʊu̯ɐlesʲɐ,preˈstʲrʲilʲʊu̯ɐlesʲɐ,preˈstʲrʲilʲʊu̯ɐlesʲɐ
пришканди́бувати,дієслово недоконаного виду,,минулий час множина жін. р.,пришканди́бували,preʃkɐnˈdɪbʊu̯ɐle,preʃkɐnˈdɪbʊu̯ɐle,preʃkɐnˈdɪbʊu̯ɐle
розхри́стуватися,дієслово недоконаного виду,,минулий час множина жін. р.,розхри́стувалися,rɔˈzxrɪstʊu̯ɐlesʲɐ,rɔˈzxrɪstʊu̯ɐlesʲɐ,rɔˈzxrɪstʊu̯ɐlesʲɐ
передруко́вувати,дієслово недоконаного виду,,пасивний дієприкметник,передруко́вуваний,peredrʊˈkɔu̯ʊu̯ɐnei̯,peredrʊˈkɔu̯ʊu̯ɐnei̯,peredrʊˈkou̯ʊu̯ɐnei̯
етимологізува́ти,дієслово недоконаного виду,,майбутній час однина 1 особа,етимологізува́тиму,etemɔlɔɦʲizʊˈu̯ɑtemʊ,etemɔlɔɦʲizʊˈu̯ɑtemʊ,etemɔlɔɦʲizʊˈu̯ɑtemʊ
нагоро́джуватися,дієслово недоконаного виду,,майбутній час однина 1 особа,нагоро́джуватимуся,nɐɦɔˈrɔd͡ʒʊu̯ɐtemʊsʲɐ,nɐɦɔˈrɔd͡ʒʊu̯ɐtemʊsʲɐ,nɐɦɔˈrod͡ʒʊu̯ɐtemʊsʲɐ
розчаро́вуватися,дієслово недоконаного виду,,майбутній час однина 1 особа,розчаро́вуватимуся,rɔʒt͡ʃɐˈrɔu̯ʊu̯ɐtemʊsʲɐ,rɔʒt͡ʃɐˈrɔu̯ʊu̯ɐtemʊsʲɐ,rɔʒt͡ʃɐˈrou̯ʊu̯ɐtemʊsʲɐ
бібліографува́ти,дієслово недоконаного виду,,майбутній час однина 2 особа,бібліографува́тимеш,bʲiblʲiɔɦrɐfʊˈu̯ɑtemeʃ,bʲiblʲiɔɦrɐfʊˈu̯ɑtemeʃ,bʲiblʲiɔɦrɐfʊˈu̯ɑtemeʃ
вигапто́вуватися,дієслово недоконаного виду,,майбутній час однина 3 особа,вигапто́вуватиметься,ʋeɦɐˈptɔu̯ʊu̯ɐtemet͡sʲːɐ,ʋeɦɐˈptɔu̯ʊu̯ɐtemet͡sʲːɐ,ʋeɦɐˈptou̯ʊu̯ɐtemet͡sʲːɐ
розпльо́вуватися,дієслово недоконаного виду,,майбутній час однина 3 особа,розпльо́вуватиметься,rɔˈzplʲɔu̯ʊu̯ɐtemet͡sʲːɐ,rɔˈzplʲɔu̯ʊu̯ɐtemet͡sʲːɐ,rɔˈzplʲou̯ʊu̯ɐtemet͡sʲːɐ
окарикату́рювати,дієслово недоконаного виду,,майбутній час множина 1 особа,окарикату́рюватимемо,ɔkɐrekɐˈturʲʊu̯ɐtememɔ,ɔkɐrekɐˈturʲʊu̯ɐtememɔ,ɔkɐrekɐˈturʲʊu̯ɐtememɔ
окатоли́чуватися,дієслово недоконаного виду,,майбутній час множина 2 особа,окатоли́чуватиметеся,ɔkɐtɔˈlɪt͡ʃʊu̯ɐtemetesʲɐ,ɔkɐtɔˈlɪt͡ʃʊu̯ɐtemetesʲɐ,ɔkɐtɔˈlɪt͡ʃʊu̯ɐtemetesʲɐ
ратобо́рствувати,дієслово недоконаного виду,,майбутній час множина 2 особа,ратобо́рствуватимете,rɐtɔˈbɔrstwʊu̯ɐtemete,rɐtɔˈbɔrstwʊu̯ɐtemete,rɐtɔˈborstwʊu̯ɐtemete
розкаря́чуватися,дієслово недоконаного виду,,майбутній час множина 2 особа,розкаря́чуватиметесь,rɔzkɐˈrʲɑt͡ʃʊu̯ɐtemetesʲ,rɔzkɐˈrʲɑt͡ʃʊu̯ɐtemetesʲ,rɔzkɐˈrʲɑt͡ʃʊu̯ɐtemetesʲ
зашплінто́вувати,дієслово недоконаного виду,,майбутній час множина 3 особа,зашплінто́вуватимуть,zɐʃplʲinˈtɔu̯ʊu̯ɐtemʊtʲ,zɐʃplʲinˈtɔu̯ʊu̯ɐtemʊtʲ,zɐʃplʲinˈtou̯ʊu̯ɐtemʊtʲ
концентрува́тися,дієслово недоконаного виду,,майбутній час множина 3 особа,концентрува́тимуться,kɔnt͡sentrʊˈu̯ɑtemʊt͡sʲːɐ,kɔnt͡sentrʊˈu̯ɑtemʊt͡sʲːɐ,kɔnt͡sentrʊˈu̯ɑtemʊt͡sʲːɐ
відмежо́вуватися,дієслово недоконаного виду,,наказовий спосіб однина 2 особа,відмежо́вуйсь,ʋʲidmeˈʒɔu̯ʊi̯sʲ,ʋʲidmeˈʒɔu̯ʊi̯sʲ,ʋʲidmeˈʒou̯ʊi̯sʲ
розстьо́буватися,дієслово недоконаного виду,,наказовий спосіб однина 2 особа,розстьо́буйся,rɔˈzsʲtʲɔbʊi̯sʲɐ,rɔˈzsʲtʲɔbʊi̯sʲɐ,rɔˈzsʲtʲobʊi̯sʲɐ
розтиражо́вувати,дієслово недоконаного виду,,наказовий спосіб однина 2 особа,розтиражо́вуй,rɔzterɐˈʒɔu̯ʊi̯,rɔzterɐˈʒɔu̯ʊi̯,rɔzterɐˈʒou̯ʊi̯
пересмі́хуватися,дієслово недоконаного виду,,наказовий спосіб множина 1 особа,пересмі́хуймося,pereˈsʲmʲixʊi̯mɔsʲɐ,pereˈsʲmʲixʊi̯mɔsʲɐ,pereˈsʲmʲixʊi̯mɔsʲɐ
вимальо́вуватися,дієслово недоконаного виду,,Інфінітив,вимальо́вуватись,ʋemɐˈlʲɔu̯ʊu̯ɐtesʲ,ʋemɐˈlʲɔu̯ʊu̯ɐtesʲ,ʋemɐˈlʲou̯ʊu̯ɐtesʲ
одстовбу́рчувати,дієслово недоконаного виду,,Інфінітив,одстовбу́рчувати,ɔd͡zstɔu̯ˈburt͡ʃʊu̯ɐte,ɔd͡zstɔu̯ˈburt͡ʃʊu̯ɐte,ɔd͡zstɔu̯ˈburt͡ʃʊu̯ɐte
парафразува́тися,дієслово недоконаного виду,,Інфінітив,парафразува́тися,pɐrɐfrɐzʊˈu̯ɑtesʲɐ,pɐrɐfrɐzʊˈu̯ɑtesʲɐ,pɐrɐfrɐzʊˈu̯ɑtesʲɐ
перегрупо́вувати,дієслово недоконаного виду,,Інфінітив,перегрупо́вувати,pereɦrʊˈpɔu̯ʊu̯ɐte,pereɦrʊˈpɔu̯ʊu̯ɐte,pereɦrʊˈpou̯ʊu̯ɐte
послуго́вуватися,дієслово недоконаного виду,,теперішній час однина 1 особа,послуго́вуюсь,pɔslʊˈɦɔu̯ʊjʊsʲ,pɔslʊˈɦɔu̯ʊjʊsʲ,pɔslʊˈɦou̯ʊjʊsʲ
згрома́джуватися,дієслово недоконаного виду,,теперішній час однина 3 особа,згрома́джується,zɦrɔˈmɑd͡ʒʊjet͡sʲːɐ,zɦrɔˈmɑd͡ʒʊjet͡sʲːɐ,zɦrɔˈmɑd͡ʒʊjet͡sʲːɐ
обшмаро́вуватися,дієслово недоконаного виду,,теперішній час множина 2 особа,обшмаро́вуєтеся,ɔbʃmɐˈrɔu̯ʊjetesʲɐ,ɔbʃmɐˈrɔu̯ʊjetesʲɐ,ɔbʃmɐˈrou̯ʊjetesʲɐ
подзеле́нькувати,дієслово недоконаного виду,,теперішній час множина 2 особа,подзеле́нькуєте,pɔd͡zeˈlɛnʲkʊjete,pɔd͡zeˈlɛnʲkʊjete,pɔd͡zeˈlɛnʲkʊjete
вигапто́вуватися,дієслово недоконаного виду,,теперішній час множина 3 особа,вигапто́вуються,ʋeɦɐˈptɔu̯ʊjʊt͡sʲːɐ,ʋeɦɐˈptɔu̯ʊjʊt͡sʲːɐ,ʋeɦɐˈptou̯ʊjʊt͡sʲːɐ
вишліфо́вуватися,дієслово недоконаного виду,,теперішній час множина 3 особа,вишліфо́вуються,ʋeʃlʲiˈfɔu̯ʊjʊt͡sʲːɐ,ʋeʃlʲiˈfɔu̯ʊjʊt͡sʲːɐ,ʋeʃlʲiˈfou̯ʊjʊt͡sʲːɐ
розмачу́люватися,дієслово недоконаного виду,,теперішній час множина 3 особа,розмачу́люються,rɔzmɐˈt͡ʃulʲʊjʊt͡sʲːɐ,rɔzmɐˈt͡ʃulʲʊjʊt͡sʲːɐ,rɔzmɐˈt͡ʃulʲʊjʊt͡sʲːɐ
спросто́вуватися,дієслово недоконаного виду,,теперішній час множина 3 особа,спросто́вуються,sprɔˈstɔu̯ʊjʊt͡sʲːɐ,sprɔˈstɔu̯ʊjʊt͡sʲːɐ,sprɔˈstou̯ʊjʊt͡sʲːɐ
перегрупо́вувати,дієслово недоконаного виду,,безособова форма,перегрупо́вувано,pereɦrʊˈpɔu̯ʊu̯ɐnɔ,pereɦrʊˈpɔu̯ʊu̯ɐnɔ,pereɦrʊˈpou̯ʊu̯ɐnɔ
перепрасо́вувати,дієслово недоконаного виду,,дієприслівник,перепрасо́вуючи,pereprɐˈsɔu̯ʊjʊt͡ʃe,pereprɐˈsɔu̯ʊjʊt͡ʃe,pereprɐˈsou̯ʊjʊt͡ʃe
перепро́шуватися,дієслово недоконаного виду,проситися на інше місце,теперішній час множина 2 особа,перепро́шуєтесь,pereˈprɔʃʊjetesʲ,pereˈprɔʃʊjetesʲ,pereˈproʃʊjetesʲ
роздрі́бнюватися,дієслово недоконаного виду,приділяти увагу дрібницям,теперішній час однина 1 особа,роздрі́бнююся,roˈzdʲrʲibnʲʊjʊsʲɐ,roˈzdʲrʲibnʲʊjʊsʲɐ,roˈzdʲrʲibnʲʊjʊsʲɐ
розгоди́нюватися,дієслово недоконаного виду,звільнятися від хмар - про небо,минулий час множина чол. р.,розгоди́нювались,rɔzɦɔˈdɪnʲʊu̯ɐlesʲ,rɔzɦɔˈdɪnʲʊu̯ɐlesʲ,rɔzɦɔˈdɪnʲʊu̯ɐlesʲ
антимонопо́льний,прикметник,,однина чол. р. орудний,антимонопо́льним,ɐntemɔnɔˈpɔlʲnem,ɐntemɔnɔˈpɔlʲnem,ɐntemɔnɔˈpolʲnem
бомбардува́льний,прикметник,,однина чол. р. орудний,бомбардува́льним,bɔmbɐrdʊˈu̯ɑlʲnem,bɔmbɐrdʊˈu̯ɑlʲnem,bɔmbɐrdʊˈu̯ɑlʲnem
великоврожа́йний,прикметник,,однина сер. р. орудний,великоврожа́йним,ʋelekɔu̯rɔˈʒɑi̯nem,ʋelekɔu̯rɔˈʒɑi̯nem,ʋelekɔu̯rɔˈʒɑi̯nem
вищеперелі́чений,прикметник,,однина сер. р. орудний,вищеперелі́ченим,ʋeʃt͡ʃepereˈlʲit͡ʃenem,ʋeʃt͡ʃepereˈlʲit͡ʃenem,ʋeʃt͡ʃepereˈlʲit͡ʃenem
вісцеротоні́чний,прикметник,,однина чол. р. орудний,вісцеротоні́чним,ʋʲist͡serɔtoˈnʲit͡ʃnem,ʋʲist͡serɔtoˈnʲit͡ʃnem,ʋʲist͡serɔtoˈnʲit͡ʃnem
гострографі́чний,прикметник,,однина жін. р. родовий,гострографі́чної,ɦɔstrɔɦrɐˈfʲit͡ʃnɔji,ɦɔstrɔɦrɐˈfʲit͡ʃnɔji,ɦɔstrɔɦrɐˈfʲit͡ʃnɔji
доброжа́нівський,прикметник,,однина чол. р. орудний,доброжа́нівським,dɔbrɔˈʒɑnʲiu̯sʲkem,dɔbrɔˈʒɑnʲiu̯sʲkem,dɔbrɔˈʒɑnʲiu̯sʲkem
добросусі́дський,прикметник,,однина сер. р. орудний,добросусі́дським,dɔbrɔsʊˈsʲid͡zʲsʲkem,dɔbrɔsʊˈsʲid͡zʲsʲkem,dɔbrɔsʊˈsʲid͡zʲsʲkem
козаче́нківський,прикметник,,однина жін. р. родовий,козаче́нківської,kɔzɐˈt͡ʃɛnʲkʲiu̯sʲkɔji,kɔzɐˈt͡ʃɛnʲkʲiu̯sʲkɔji,kɔzɐˈt͡ʃɛnʲkʲiu̯sʲkɔji
малоалкого́льний,прикметник,,однина чол. р. орудний,малоалкого́льним,mɐlɔɐlkɔˈɦɔlʲnem,mɐlɔɐlkɔˈɦɔlʲnem,mɐlɔɐlkɔˈɦolʲnem
малосприя́тливий,прикметник,,однина сер. р. орудний,малосприя́тливим,mɐlɔspreˈjɑtleu̯em,mɐlɔspreˈjɑtleu̯em,mɐlɔspreˈjɑtleu̯em
незбалансо́ваний,прикметник,,однина чол. р. орудний,незбалансо́ваним,nezbɐlɐnˈsɔu̯ɐnem,nezbɐlɐnˈsɔu̯ɐnem,nezbɐlɐnˈsou̯ɐnem
несистемати́чний,прикметник,,однина жін. р. родовий,несистемати́чної,nesestemɐˈtɪt͡ʃnɔji,nesestemɐˈtɪt͡ʃnɔji,nesestemɐˈtɪt͡ʃnɔji
новозела́ндський,прикметник,,однина чол. р. орудний,новозела́ндським,nɔu̯ɔzeˈlɑnd͡zʲsʲkem,nɔu̯ɔzeˈlɑnd͡zʲsʲkem,nɔu̯ɔzeˈlɑnd͡zʲsʲkem
паливозапра́вний,прикметник,,однина сер. р. орудний,паливозапра́вним,pɐleu̯ɔzɐˈprɑu̯nem,pɐleu̯ɔzɐˈprɑu̯nem,pɐleu̯ɔzɐˈprɑu̯nem
повітроочи́сни́й,прикметник,,однина сер. р. орудний,повітроочи́сни́м,pɔu̯ʲitrɔɔˈt͡ʃɪˈsnɪm,pɔu̯ʲitrɔɔˈt͡ʃɪˈsnɪm,pɔu̯ʲitrɔɔˈt͡ʃɪˈsnɪm
позалаштунко́вий,прикметник,,однина жін. р. орудний,позалаштунко́вою,pɔzɐlɐʃtʊnˈkɔu̯ɔjʊ,pɔzɐlɐʃtʊnˈkɔu̯ɔjʊ,pɔzɐlɐʃtʊnˈkou̯ɔjʊ
піджи́влювальний,прикметник,,однина жін. р. орудний,піджи́влювальною,pʲiˈd͡ʒɪu̯lʲʊu̯ɐlʲnɔjʊ,pʲiˈd͡ʒɪu̯lʲʊu̯ɐlʲnɔjʊ,pʲiˈd͡ʒɪu̯lʲʊu̯ɐlʲnɔjʊ
ранньомеоти́чний,прикметник,,однина жін. р. орудний,ранньомеоти́чною,rɐnʲːɔmeɔˈtɪt͡ʃnɔjʊ,rɐnʲːɔmeɔˈtɪt͡ʃnɔjʊ,rɐnʲːɔmeɔˈtɪt͡ʃnɔjʊ
староросі́йський,прикметник,,однина чол. р. орудний,староросі́йським,stɐrɔroˈsʲii̯sʲkem,stɐrɔroˈsʲii̯sʲkem,stɐrɔroˈsʲii̯sʲkem
термосигна́льний,прикметник,,однина чол. р. орудний,термосигна́льним,termɔseˈɦnɑlʲnem,termɔseˈɦnɑlʲnem,termɔseˈɦnɑlʲnem
інонаціона́льний,прикметник,,однина жін. р. орудний,інонаціона́льною,inɔnɐt͡sʲiɔˈnɑlʲnɔjʊ,inɔnɐt͡sʲiɔˈnɑlʲnɔjʊ,inɔnɐt͡sʲiɔˈnɑlʲnɔjʊ
антимоско́вський,прикметник,,однина сер. р. родовий,антимоско́вського,ɐntemɔˈskɔu̯sʲkɔɦɔ,ɐntemɔˈskɔu̯sʲkɔɦɔ,ɐntemɔˈskou̯sʲkɔɦɔ
базелі́вщинський,прикметник,,однина чол. р. родовий,базелі́вщинського,bɐzeˈlʲiu̯ʃt͡ʃenʲsʲkɔɦɔ,bɐzeˈlʲiu̯ʃt͡ʃenʲsʲkɔɦɔ,bɐzeˈlʲiu̯ʃt͡ʃenʲsʲkɔɦɔ
вибухотехні́чний,прикметник,,однина чол. р. родовий,вибухотехні́чного,ʋebʊxɔteˈxnʲit͡ʃnɔɦɔ,ʋebʊxɔteˈxnʲit͡ʃnɔɦɔ,ʋebʊxɔteˈxnʲit͡ʃnɔɦɔ
